name,title,start,Complete,Duration,cost,variance,planned,actual,Column,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9
Department of Commerce,NOAA/NWS/ NCEP Weather and Climate Operational Supercomputer Systems (WCOSS Primary and Backup),2011,2013,993,1.05,0,0.480001,0.480001,,,,,,,,,
Department of Commerce,NOAA/NWS/ NCEP Weather and Climate Operational Supercomputer Systems (WCOSS Primary and Backup),2011,2017,1891,17,0,17,17,,,,,,,,,
Department of Commerce,NOAA/NWS/ NCEP Weather and Climate Operational Supercomputer Systems (WCOSS Primary and Backup),2011,2017,2227,65.375,0,17.600001,17.600001,,,,,,,,,
Department of Commerce,NOAA/NWS/ NCEP Weather and Climate Operational Supercomputer Systems (WCOSS Primary and Backup),2012,2017,1826,0.675,1.37,0.219,0.216,,,,,,,,,
Department of Commerce,NOAA/NWS/ National Air Quality Forecast Capability,2002,2017,5741,79.598,0,10.349,10.349,,,,,,,,,
Department of Commerce,NOAA/NWS/ Next Generation Air Transportation System (NextGen),2010,2025,5745,65.233,-0.54,4.891678,4.918131,,,,,,,,,
Department of Commerce,NOAA/NWS/ Next Generation Air Transportation System (NextGen),2010,2015,2092,108.774,-2.49,9.03992,9.265161,,,,,,,,,
Department of Commerce,NOAA/NWS/ Next Generation Air Transportation System (NextGen),2010,2022,4652,27.014,1.45,2.386738,2.352199,,,,,,,,,
Department of Commerce,NOAA/NWS/ Next Generation Air Transportation System (NextGen),2010,2025,5746,13.809,16.34,1.588847,1.329247,,,,,,,,,
Department of Commerce,NOAA/NWS/ Next Generation Air Transportation System (NextGen),2010,2025,5742,105.382,13.3,0.861389,0.746798,,,,,,,,,
Department of Commerce,NOAA/NWS/ Next Generation Weather Radar (NEXRAD-PI) System Product Improvement,2007,2013,2282,77.77,0,27.20332,27.203343,,,,,,,,,
Department of Commerce,NOAA/NWS/ Weather Radio Improvement Project (WRIP-2),2007,2013,2107,32.369,0,6.95,6.95,,,,,,,,,
Department of Commerce,NOAA/OCIO/ NOAA R&amp;D High Performance Computing System,2009,2011,912,27.6,0,27.6,27.6,,,,,,,,,
Department of Commerce,NOAA/OCIO/ NOAA R&amp;D High Performance Computing System,2009,2012,962,49.06,0,49.06,49.06,,,,,,,,,
Department of Commerce,NOAA/OCIO/ NOAA R&amp;D High Performance Computing System,2010,2012,552,40.7,0,40.7,40.7,,,,,,,,,
Department of Commerce,NOAA/OCIO/ NOAA R&amp;D High Performance Computing System,2011,2011,-234,2.47,0,2.47,2.47,,,,,,,,,
Department of Commerce,NOAA/OCIO/ NOAA R&amp;D High Performance Computing System,2011,2012,414,1.383,0,1.383,1.383,,,,,,,,,
Department of Commerce,NOAA/OCIO/ NOAA R&amp;D High Performance Computing System,2012,2012,197,2.424,0,2.424,2.424,,,,,,,,,
Department of Commerce,Census - Economic Census and Surveys,2011,2012,368,5.248994,-11.74,5.248994,5.865239,,,,,,,,,
Department of Commerce,Census - Economic Census and Surveys,2011,2012,631,54.468197,2.65,54.468197,53.025268,,,,,,,,,
Department of Commerce,Census - Economic Census and Surveys,2011,2012,631,0.927026,-29.62,0.927026,1.201642,,,,,,,,,
Department of Commerce,Census - Field Support Systems,2011,2013,702,0.758,0,0.3684,0.3684,,,,,,,,,
Department of Commerce,Census - Field Support Systems,2011,2013,702,0.48,99.1,0.0774,6.96E-4,,,,,,,,,
Department of Commerce,Census - MAF/TIGER Enhancements,2011,2012,391,0.69629,4.83,0.341,0.324527,,,,,,,,,
Department of Commerce,Commerce Business Systems (CBS),2011,2012,381,0.704857,11.16,0.395841,0.351662,,,,,,,,,
Department of Commerce,Commerce Business Systems (CBS),2011,2012,724,6.12603,0,4.276034,4.276034,,,,,,,,,
Department of Commerce,Commerce Business Systems (CBS),2011,2012,304,0.405383,-0.59,0.335912,0.337898,,,,,,,,,
Department of Commerce,Commerce Business Systems (CBS),2011,2012,587,1.9085,3.26,1.908266,1.846083,,,,,,,,,
Department of Commerce,Commerce Business Systems (CBS),2011,2012,631,1.4151,11.7,1.415032,1.249517,,,,,,,,,
Department of Commerce,Commerce Business Systems (CBS),2011,2012,567,0.377089,5.98,0.377089,0.354522,,,,,,,,,
Department of Commerce,Commerce Business Systems (CBS),2011,2012,724,4.07484,17.68,4.074831,3.354399,,,,,,,,,
Department of Commerce,Census - Data Access and Dissemination System (DADS),2011,2012,629,1.55809,-55.65,1.55809,2.425152,,,,,,,,,
Department of Commerce,Census - Data Access and Dissemination System (DADS),2011,2012,629,2.179936,4.38,2.179936,2.084438,,,,,,,,,
Department of Commerce,Census - Data Access and Dissemination System (DADS),2011,2012,629,2.514063,8.03,2.514063,2.31213,,,,,,,,,
Department of Commerce,Census - Data Access and Dissemination System (DADS),2011,2012,538,0.617595,-5.2,0.617595,0.649725,,,,,,,,,
Department of Commerce,Census - Data Access and Dissemination System (DADS),2011,2012,629,8.141993,-0.89,8.141993,8.214412,,,,,,,,,
Department of Commerce,Census - Data Access and Dissemination System (DADS),2011,2011,348,0.291779,-75.39,0.291797,0.511784,,,,,,,,,
Department of Commerce,Consolidated HCHB IT Infrastructure (CHII),2011,2012,729,0.105,0,0.105,0.105,,,,,,,,,
Department of Commerce,Consolidated HCHB IT Infrastructure (CHII),2005,2016,4280,44,7.47,8.123272,7.516272,,,,,,,,,
Department of Commerce,Consolidated HCHB IT Infrastructure (CHII),2005,2016,4280,11,0,3.5,3.5,,,,,,,,,
Department of Commerce,Consolidated HCHB IT Infrastructure (CHII),2011,2016,2030,5.6,0,0.1,0.1,,,,,,,,,
Department of Commerce,Consolidated HCHB IT Infrastructure (CHII),2011,2016,2087,2,0,0.4,0.4,,,,,,,,,
Department of Commerce,Consolidated HCHB IT Infrastructure (CHII),2011,2012,567,2.8,0,0.248,0.248,,,,,,,,,
Department of Commerce,Consolidated HCHB IT Infrastructure (CHII),2011,2012,631,1.0001,32.7,1,0.67299,,,,,,,,,
Department of Commerce,Consolidated HCHB IT Infrastructure (CHII),2011,2012,357,0.2,0,0.2,0.2,,,,,,,,,
Department of Commerce,Consolidated HCHB IT Infrastructure (CHII),2011,2013,814,1.445,-0.21,1.442,1.4451,,,,,,,,,
Department of Commerce,Consolidated HCHB IT Infrastructure (CHII),2011,2013,812,0.5015,9.19,0.5015,0.4554,,,,,,,,,
Department of Commerce,Commerce Business Environment (CBE),2009,2012,1004,3.42,0,0.654,0.654,,,,,,,,,
Department of Commerce,NOAA/NESDIS/ GOES Ground System,2011,2012,628,1.5,0,1.5,1.5,,,,,,,,,
Department of Commerce,NOAA/NESDIS/ GOES Ground System,2011,2012,628,2.495,0,2.495,2.495,,,,,,,,,
Department of Commerce,NOAA/NESDIS/ GOES Ground System,2011,2012,628,1.65,0,1.65,1.65,,,,,,,,,
Department of Commerce,NOAA/NESDIS/ Comprehensive Large Array-data Stewardship System (CLASS),2011,2015,1723,4.5,4.82,1.1,1.047,,,,,,,,,
Department of Commerce,NOAA/NESDIS/ Comprehensive Large Array-data Stewardship System (CLASS),2011,2015,1723,30,5.8,7.42,6.99,,,,,,,,,
Department of Commerce,NOAA/NESDIS/ Comprehensive Large Array-data Stewardship System (CLASS),2011,2017,2453,42,1.42,6.7,6.605,,,,,,,,,
Department of Commerce,"NOAA/NWS/ National Weather Service Telecommunication Gateway (NWSTG) System (Legacy, Replacement, and Critical Infrastructure Protection)",2010,2013,1017,5.195,0.79,5.195,5.154,,,,,,,,,
Department of Commerce,"NOAA/NWS/ National Weather Service Telecommunication Gateway (NWSTG) System (Legacy, Replacement, and Critical Infrastructure Protection)",2012,2015,1451,49.89,0,49.89,49.89,,,,,,,,,
Department of Commerce,NOAA/NWS/ Next Generation Weather Radar (NEXRAD) Operations and Maintenance (O&amp;M),2010,2012,870,0.33,0,0.18,0.18,,,,,,,,,
Department of Commerce,NOAA/NWS/ Next Generation Weather Radar (NEXRAD) Operations and Maintenance (O&amp;M),2011,2012,245,0.18,0,0.18,0.18,,,,,,,,,
Department of Commerce,NOAA/NWS/ Next Generation Weather Radar (NEXRAD) Operations and Maintenance (O&amp;M),2011,2012,372,0.04,0,0.04,0.04,,,,,,,,,
Department of Commerce,NTIA - Radio Spectrum Management - Federal Spectrum Management System (FSMS),2009,2012,1270,6.28632,0.02,6.28632,6.28503,,,,,,,,,
Department of Commerce,NTIA - Radio Spectrum Management - Federal Spectrum Management System (FSMS),2011,2013,871,12.672268,-3.05,12.672268,13.059079,,,,,,,,,
Department of Commerce,NOAA/NOAA/ IT Infrastructure,2011,2012,628,4.25,0,4.25,4.25,,,,,,,,,
Department of Commerce,NOAA/NOAA/ IT Infrastructure,2011,2012,539,4.8105,0,4.8105,4.8105,,,,,,,,,
Department of Commerce,NOAA/NOAA/ IT Infrastructure,2011,2012,634,13.783,24.1,13.782214,10.460022,,,,,,,,,
Department of Commerce,NOAA/NOAA/ IT Infrastructure,2011,2012,634,3.734,0,3.733338,3.733338,,,,,,,,,
Department of Commerce,OS OHRM Human Resource Management System (HRMS),2011,2014,1366,0.707722,0.66,0.507256,0.503887,,,,,,,,,
Department of Commerce,OS OHRM Human Resource Management System (HRMS),2011,2012,152,0.29143,0,0.29143,0.29143,,,,,,,,,
Department of Commerce,OS OHRM Human Resource Management System (HRMS),2011,2012,533,5.16559,1.67,5.165584,5.079489,,,,,,,,,
Department of Commerce,OS OHRM Human Resource Management System (HRMS),2011,2013,709,4.50311,1.66,4.503101,4.428159,,,,,,,,,
Department of Commerce,OS OHRM Human Resource Management System (HRMS),2012,2013,603,3.835079,0,3.835079,3.835079,,,,,,,,,
Department of Commerce,OS OHRM Human Resource Management System (HRMS),2012,2013,333,1.77327,0,1.761699,1.761699,,,,,,,,,
Department of Commerce,OS OHRM Human Resource Management System (HRMS),2012,2021,3525,76.09074,0,76.09074,76.09074,,,,,,,,,
Department of Commerce,USPTO Fee Processing Next Generation (FPNG),2010,2012,621,1.29675,5.85,1.29675,1.22086,,,,,,,,,
Department of Commerce,USPTO Fee Processing Next Generation (FPNG),2011,2012,550,2.04412,0,2.04412,2.04412,,,,,,,,,
Department of Commerce,USPTO Fee Processing Next Generation (FPNG),2011,2011,175,0.73381,-6.81,0.73381,0.7838,,,,,,,,,
Department of Commerce,USPTO Fee Processing Next Generation (FPNG),2010,2012,747,2.40462,0.03,2.40462,2.40389,,,,,,,,,
Department of Commerce,USPTO Fee Processing Next Generation (FPNG),2011,2011,212,2.291,72.61,2.291,0.627391,,,,,,,,,
Department of Commerce,USPTO Fee Processing Next Generation (FPNG),2011,2012,718,2.05995,0,2.05995,2.05994,,,,,,,,,
Department of Commerce,USPTO Fee Processing Next Generation (FPNG),2011,2012,567,1.035,5.12,1.035,0.982,,,,,,,,,
Department of Commerce,USPTO Fee Processing Next Generation (FPNG),2011,2012,408,3.45217,-3.71,3.45217,3.5804,,,,,,,,,
Department of Commerce,USPTO Fee Processing Next Generation (FPNG),2012,2013,420,4.45,0,4.45,4.45,,,,,,,,,
Department of Commerce,USPTO Fee Processing Next Generation (FPNG),2012,2013,420,1.225,0,1.225,1.225,,,,,,,,,
Department of Commerce,USPTO Network and Security Infrastructure,2010,2011,527,4.50689,0,4.50689,4.50689,,,,,,,,,
Department of Commerce,USPTO Network and Security Infrastructure,2010,2012,706,3.86152,0,3.86152,3.86152,,,,,,,,,
Department of Commerce,USPTO Network and Security Infrastructure,2010,2012,925,0.84215,0,0.84215,0.84215,,,,,,,,,
Department of Commerce,USPTO Network and Security Infrastructure,2010,2011,622,1.09065,72.78,1.09065,0.29686,,,,,,,,,
Department of Commerce,USPTO Network and Security Infrastructure,2010,2012,752,4.98266,-80.21,4.98266,8.97929,,,,,,,,,
Department of Commerce,USPTO Network and Security Infrastructure,2010,2011,392,3.41581,-491.67,0.55328,3.2736,,,,,,,,,
Department of Commerce,USPTO Network and Security Infrastructure,2010,2011,427,0.489584,-1110.24,0.01729,0.20925,,,,,,,,,
Department of Commerce,USPTO Network and Security Infrastructure,2010,2012,907,6.9643,0.07,6.9643,6.9593,,,,,,,,,
Department of Commerce,USPTO Network and Security Infrastructure,2010,2012,804,12.72751,0,12.72751,12.72751,,,,,,,,,
Department of Commerce,USPTO Network and Security Infrastructure,2010,2011,588,0.64406,25.1,0.64406,0.48237,,,,,,,,,
Department of Commerce,USPTO Network and Security Infrastructure,2010,2011,443,2.23265,0,2.23265,2.23265,,,,,,,,,
Department of Commerce,USPTO Network and Security Infrastructure,2010,2012,522,0.27056,-1.49,0.26656,0.27052,,,,,,,,,
Department of Commerce,USPTO Network and Security Infrastructure,2010,2012,503,0.36772,-11.97,0.32841,0.36772,,,,,,,,,
Department of Commerce,USPTO Network and Security Infrastructure,2010,2011,474,0.52294,0,0.52294,0.52294,,,,,,,,,
Department of Commerce,USPTO Network and Security Infrastructure,2011,2012,492,3.24,0,3.23993,3.23993,,,,,,,,,
Department of Commerce,USPTO Network and Security Infrastructure,2011,2012,448,0.1008,23.6,0.1008,0.07701,,,,,,,,,
Department of Commerce,USPTO Network and Security Infrastructure,2011,2011,329,0.33277,0,0.33277,0.33277,,,,,,,,,
Department of Commerce,USPTO Network and Security Infrastructure,2011,2011,-36,0.24842,15.92,0.2402,0.20196,,,,,,,,,
Department of Commerce,USPTO Network and Security Infrastructure,2011,2011,228,2.36071,0,2.36071,2.36071,,,,,,,,,
Department of Commerce,USPTO Network and Security Infrastructure,2011,2012,147,0.22943,0,0.22943,0.22943,,,,,,,,,
Department of Commerce,USPTO Network and Security Infrastructure,2011,2012,482,0.4763,-3.61,0.476284,0.493488,,,,,,,,,
Department of Commerce,USPTO Network and Security Infrastructure,2011,2011,295,0.095277,0,0.06568,0.06568,,,,,,,,,
Department of Commerce,USPTO Network and Security Infrastructure,2011,2012,633,1.490352,24.18,1.37052,1.039134,,,,,,,,,
Department of Commerce,USPTO Network and Security Infrastructure,2011,2012,437,2.56928,0.31,2.56927,2.56125,,,,,,,,,
Department of Commerce,USPTO Network and Security Infrastructure,2011,2012,612,0.45074,0,0.45073,0.45073,,,,,,,,,
Department of Commerce,USPTO Network and Security Infrastructure,2011,2012,493,0.60144,6.43,0.60143,0.56278,,,,,,,,,
Department of Commerce,USPTO Network and Security Infrastructure,2010,2012,838,38.99609,-3.44,38.99609,40.33717,,,,,,,,,
Department of Commerce,USPTO Network and Security Infrastructure,2011,2012,517,0.80047,0,0.80047,0.80047,,,,,,,,,
Department of Commerce,USPTO Network and Security Infrastructure,2011,2012,406,2.8,0,2.73709,2.73709,,,,,,,,,
Department of Commerce,USPTO Network and Security Infrastructure,2010,2012,800,4.31893,0,4.31893,4.31893,,,,,,,,,
Department of Commerce,USPTO Network and Security Infrastructure,2010,2011,365,0.286,0,0.286,0.286,,,,,,,,,
Department of Commerce,USPTO Network and Security Infrastructure,2011,2012,371,0.61879,0,0.61879,0.61879,,,,,,,,,
Department of Commerce,USPTO Network and Security Infrastructure,2011,2012,155,0.845,0.99,0.845,0.83665,,,,,,,,,
Department of Commerce,USPTO Network and Security Infrastructure,2011,2012,344,1.45952,0,1.45181,1.45181,,,,,,,,,
Department of Commerce,USPTO Network and Security Infrastructure,2011,2012,326,3.27144,0,3.27144,3.27144,,,,,,,,,
Department of Commerce,USPTO Network and Security Infrastructure,2012,2012,240,0.25025,4.54,0.22368,0.21353,,,,,,,,,
Department of Commerce,USPTO Network and Security Infrastructure,2011,2012,567,3.88421,0.08,3.88421,3.88108,,,,,,,,,
Department of Commerce,USPTO Network and Security Infrastructure,2011,2012,368,0.185,0,0.185,0.185,,,,,,,,,
Department of Commerce,USPTO Network and Security Infrastructure,2011,2012,691,1.7542,8.13,1.7542,1.61167,,,,,,,,,
Department of Commerce,USPTO Network and Security Infrastructure,2012,2012,322,0.175,-243.68,0.175,0.60144,,,,,,,,,
Department of Commerce,USPTO Network and Security Infrastructure,2011,2012,477,1,0,1,1,,,,,,,,,
Department of Commerce,USPTO Network and Security Infrastructure,2011,2012,246,0.72472,0,0.72472,0.72472,,,,,,,,,
Department of Commerce,USPTO Network and Security Infrastructure,2011,2012,365,0.71414,-2.68,0.71414,0.73331,,,,,,,,,
Department of Commerce,USPTO Network and Security Infrastructure,2011,2012,372,0.5,0,0.5,0.5,,,,,,,,,
Department of Commerce,USPTO Network and Security Infrastructure,2011,2012,249,1.05749,0,1.05749,1.05749,,,,,,,,,
Department of Commerce,USPTO Network and Security Infrastructure,2011,2012,280,2.84647,0.66,2.84647,2.82769,,,,,,,,,
Department of Commerce,USPTO Network and Security Infrastructure,2012,2012,183,0.085,43.14,0.085,0.04833,,,,,,,,,
Department of Commerce,USPTO Network and Security Infrastructure,2012,2012,-26,0.35,48.14,0.35,0.18152,,,,,,,,,
Department of Commerce,USPTO Network and Security Infrastructure,2012,2013,336,0.15431,0,0.15431,0.15431,,,,,,,,,
Department of Commerce,USPTO Network and Security Infrastructure,2012,2013,285,1.4,0,1.4,1.4,,,,,,,,,
Department of Commerce,USPTO Patents End-to-End: Software Engineering (PE2E-SE),2011,2012,397,10.81775,8.08,10.81775,9.94396,,,,,,,,,
Department of Commerce,USPTO Patents End-to-End: Software Engineering (PE2E-SE),2010,2011,627,1.91382,-15.26,1.91382,2.20596,,,,,,,,,
Department of Commerce,USPTO Patents End-to-End: Software Engineering (PE2E-SE),2010,2011,627,0.11574,40.3,0.11574,0.0691,,,,,,,,,
Department of Commerce,USPTO Patents End-to-End: Software Engineering (PE2E-SE),2010,2011,627,0.89427,0,0.89427,0.89427,,,,,,,,,
Department of Commerce,USPTO Patents End-to-End: Software Engineering (PE2E-SE),2010,2011,627,0.04717,9.52,0.04717,0.04268,,,,,,,,,
Department of Commerce,USPTO Patents End-to-End: Software Engineering (PE2E-SE),2010,2011,627,0.166,9.33,0.166,0.15052,,,,,,,,,
Department of Commerce,USPTO Patents End-to-End: Software Engineering (PE2E-SE),2011,2012,431,11.71154,0,11.71154,11.71154,,,,,,,,,
Department of Commerce,USPTO Patents End-to-End: Software Engineering (PE2E-SE),2011,2012,626,0.2,0,0.2,0.2,,,,,,,,,
Department of Commerce,USPTO Patents End-to-End: Software Engineering (PE2E-SE),2011,2012,438,2.73157,0,2.73157,2.73157,,,,,,,,,
Department of Commerce,USPTO Patents End-to-End: Software Engineering (PE2E-SE),2011,2013,914,8.49282,0,8.49282,8.49282,,,,,,,,,
Department of Commerce,USPTO Patents End-to-End: Software Engineering (PE2E-SE),2012,2013,348,0.5,0,0.5,0.5,,,,,,,,,
Department of Commerce,USPTO Patents End-to-End: Software Engineering (PE2E-SE),2011,2012,263,0.4776,0,0.4776,0.4776,,,,,,,,,
Department of Commerce,USPTO Patents End-to-End: Software Engineering (PE2E-SE),2011,2012,626,3.871,0.3,3.871,3.8592,,,,,,,,,
Department of Commerce,USPTO Patents End-to-End: Software Engineering (PE2E-SE),2012,2013,326,1,0,1,1,,,,,,,,,
Department of Commerce,USPTO Patents End-to-End: Software Engineering (PE2E-SE),2011,2012,662,5.21836,0,5.21836,5.21836,,,,,,,,,
Department of Commerce,USPTO Patents End-to-End: Software Engineering (PE2E-SE),2011,2012,447,0.84207,0,0.84207,0.84207,,,,,,,,,
Department of Commerce,USPTO Patents End-to-End: Software Engineering (PE2E-SE),2011,2012,485,2.55249,18.91,2.55249,2.06984,,,,,,,,,
Department of Commerce,USPTO Patents End-to-End: Software Engineering (PE2E-SE),2012,2013,485,4.33647,0,4.33647,4.33647,,,,,,,,,
Department of Commerce,USPTO Patents End-to-End: Software Engineering (PE2E-SE),2010,2011,275,0.66677,23.38,0.66677,0.51086,,,,,,,,,
Department of Commerce,USPTO Patents End-to-End: Software Engineering (PE2E-SE),2011,2012,601,2.32,0,2.32,2.32,,,,,,,,,
Department of Commerce,USPTO Patents End-to-End: Software Engineering (PE2E-SE),2011,2012,176,0.24878,0,0.24878,0.24878,,,,,,,,,
